Textbox24,Textbox28
State: Karnataka     District : Ramnagar           Block : All Blocks    Year : All Years            Batch : All Batches            Collaboration : All Collaborations           Status : All Status         Loan Number: Not Available   Scheme : PMGSY 2   Sub Scheme : All,Note : All Costs are in Lakhs and All Lengths are in Kms.

Textbox1,Textbox8,Textbox3,Textbox5,Textbox7,Textbox11,Textbox18,Textbox26,Textbox9,Textbox23,Textbox47,Textbox53,Textbox56,Textbox59,Textbox63,Textbox66,Textbox27,Textbox2,MAST_DISTRICT_NAME,MAST_DISTRICT_NAME1,MAST_BLOCK_NAME,IMS_PACKAGE_ID1,IMS_YEAR,WORK_TYPE,ROAD_NAME,IMS_UPGRADE_CONNECT,HABS,CN_ROAD,CNHABS,SANC_AMT,STATE_SHARE,ROAD_LENGTH1,BRIDGE_LENGTH,LENGTH_COMPLETED1,IMS_PAYMENT_MADE1,PROPOSAL_STATUS1,MAST_FUNDING_AGENCY_NAME,CONT_NAME1,MAINT_AMT,COMPLETION_DATE,Textbox30,Textbox46,Textbox49,Textbox17,Textbox21,LENGTH_COMPLETED,Textbox55,Textbox68
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,1,Ramnagar ,DPIU Of Ramanagaram,Channapatna,KN28120,2013 - 2014,ROAD,"MRL1-Vandaraguppe SH to Patlu via Gollaradoddi, Devarahosahalli, Komanalli",Upgarde,"Devara Hosahalli [ 263403], Gollar Doddi [ 369172], Komanahalli [ 575562], Vandaraguppe [ 1087247]","Vandaraguppe SH to Patlu via Gollaradoddi, Devarahosahalli, Komanalli",,167.62,43.44,5.410,0.000,5.410,150.21,Maintenance,Regular PMGSY,G .H .NAGARAJU [04 Mar 2014],15.82,Financial: 02-01-2017/ Physical: 30-05-2015,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,2,Ramnagar ,DPIU Of Ramanagaram,Channapatna,KN28121,2013 - 2014,ROAD,"MRL3-Marchanahalli to Mathikere via Kukkurdoddi, Kukkur, Thubinkere, Mallegowdanadoddi, Kurnagere",Upgarde,"Kukkur [ 593791], Kukkur Doddi [ 593792], Kurnagere [ 605400], Malle Gowdana Doddi [ 663413], Marchanahalli [ 680074], Tubinakere [ 1064162]","Marchanahalli to Mathikere via Kukkurdoddi, Kukkur, Thubinkere, Mallegowdanadoddi, Kurnagere",,392.67,101.09,10.500,0.000,7.660,355.25,Maintenance,Regular PMGSY,G .H .NAGARAJU [04 Mar 2014],30.70,Financial: 02-01-2017/ Physical: 30-04-2016,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,3,Ramnagar ,DPIU Of Ramanagaram,Kanakpur,KN28122,2013 - 2014,ROAD,MRL4-Aremegaladoddi to MDR Mullahalli via Gollahalli,Upgarde,"Aremegaladoddi [ 45103], Ballarigowdanadoddi [ 82580], I. Gollahally [ 429755], Pillegowdanadoddi [ 851935], Terigedoddi [ 1041401], Thagedegowdanadoddi [ 1042449]",Aremegaladoddi to MDR Mullahalli via Gollahalli,,178.38,45.92,6.480,0.000,6.050,145.94,Maintenance,Regular PMGSY,Y V R CONSTRUCTIONS [03 Mar 2014],18.94,Financial: 08-02-2017/ Physical: 30-04-2016,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,4,Ramnagar ,DPIU Of Ramanagaram,Kanakpur,KN28123,2013 - 2014,ROAD,"MRL8-Banthamma temple to MDR Tenginaikanahalli via Rachaiahnadoddi, Gurukeredoddi,Kothidimba",Upgarde,"Banthamma Temple [ 95471], Chudahallidoddi [ 235203], Gurukaredoddi [ 388370], Kothidimba [ 585833], Kuthagondanahalli [ 608750], Madigaradoddi [ 641659], Rachaiahnadoddi [ 884097], Sirugammanadoddi [ 998638]","Banthamma temple to MDR Tenginaikanahalli via Rachaiahnadoddi, Gurukeredoddi,Kothidimba",,156.13,40.20,5.180,0.000,4.230,118.39,Maintenance,Regular PMGSY,Y V R CONSTRUCTIONS [03 Mar 2014],15.15,Financial: 08-02-2017/ Physical: 30-04-2016,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,5,Ramnagar ,DPIU Of Ramanagaram,Kanakpur,KN28124,2013 - 2014,ROAD,MRL2 - Malligemetettalu To T.Hosahalli via Agara,Upgarde,"Agra [ 15520], Mallegenettalu [ 663429]",Malligemetettalu To T.Hosahalli via Agara,,169.56,43.65,5.045,0.000,4.550,145.53,Maintenance,Regular PMGSY,G .H .NAGARAJU [04 Mar 2014],14.75,Financial: 16-01-2017/ Physical: 03-12-2015,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,6,Ramnagar ,DPIU Of Ramanagaram,Kanakpur,KN28125,2013 - 2014,ROAD,"MRL5-Gonimaradadoddi to SH Uyamballi, Hulya,Hosadoddi, Shivagiriksethra,Cheelandavadi,Hyra",Upgarde,"Cheelandavadi [ 212661], Gonimaradadoddi [ 370853], Hosadoddi [ 425924], Hulya [ 428353], Hyra [ 429712], Shivagirikshetra [ 984186]","Gonimaradadoddi to SH Uyamballi, Hulya,Hosadoddi, Shivagiriksethra,Cheelandavadi,Hyra",,158.15,40.72,5.450,0.000,5.450,216.44,Maintenance,Regular PMGSY,G .H .NAGARAJU [04 Mar 2014],15.79,Financial: 16-01-2017/ Physical: 10-03-2015,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,7,Ramnagar ,DPIU Of Ramanagaram,Magadi,KN28126,2013 - 2014,ROAD,MRL2 - BM road to veerapura via Adakamaranahalli Chickmaskal Doddmaskal,Upgarde,"Adakumaranahalli [ 11227], Byrappanapalya [ 187852], Doddamaskal [ 305572], Guddadaiahanapalya [ 380314]",BM road to veerapura via Adakamaranahalli Chickmaskal Doddmaskal,,230.95,59.78,6.015,0.000,6.020,217.42,Maintenance,Regular PMGSY,"M.G.Hanumantharaju [28 Feb 2014], M.G.Hanumantharaju [26 Mar 2015]",17.59,Financial: 19-01-2017/ Physical: 12-05-2015,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,8,Ramnagar ,DPIU Of Ramanagaram,Magadi,KN28127,2013 - 2014,ROAD,MRL4-Thorepalya- Kodipalya-Kalya Road,Upgarde,"Baregowdanapalya [ 101625], Halasinganahalli [ 393186], Kalya [ 493664], Kodipalya [ 569311], Thorepalya [ 1053233]",Thorepalya- Kodipalya-Kalya Road,,221.93,57.39,5.810,0.000,5.810,212.38,Maintenance,Regular PMGSY,"M.G.Hanumantharaju [28 Feb 2014], M.G.Hanumantharaju [26 Mar 2015]",16.99,Financial: 19-01-2017/ Physical: 30-04-2016,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,9,Ramnagar ,DPIU Of Ramanagaram,Ramanagar,KN28128,2013 - 2014,ROAD,"MRL3-Ivagilu To Mayaganahalli Via Kenjigaranahalli,Ketohalli",Upgarde,"Agricultural Colony [ 15790], Ivagilu [ 437428], Kenjigarahalli [ 533347], Kethohalli [ 536175]","Ivagilu To Mayaganahalli Via Kenjigaranahalli,Ketohalli",,195.95,50.72,5.130,0.000,5.438,194.06,Maintenance,Regular PMGSY,C NARAYANA [28 Feb 2014],15.01,Financial: 28-03-2017/ Physical: 30-04-2016,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,10,Ramnagar ,DPIU Of Ramanagaram,Ramanagar,KN28129,2013 - 2014,ROAD,"MRL1-Mallathahalli To Bannikuppe Via Siddabhovipalya,Kasavipalya",Upgarde,"Bethamgere [ 127432], Kasavi Palya [ 519302], Mallatha halli [ 663354], Marappana Palya [ 679547], Muththurayanagudi Palya [ 734697], Siddabhovi Palya [ 988272]","Mallathahalli To Bannikuppe Via Siddabhovipalya,Kasavipalya",,124.40,32.29,5.090,0.000,5.090,116.09,Maintenance,Regular PMGSY,C NARAYANA [28 Feb 2014],14.89,Financial: 28-03-2017/ Physical: 30-04-2016,Total,"1,995.74",515.20,60.110,0.000,55.708,"1,871.71",175.63
