Textbox24,Textbox28
State: Karnataka     District : Kolar           Block : All Blocks    Year : All Years            Batch : All Batches            Collaboration : All Collaborations           Status : All Status         Loan Number: Not Available   Scheme : PMGSY 1   Sub Scheme : All,Note : All Costs are in Lakhs and All Lengths are in Kms.

Textbox1,Textbox8,Textbox3,Textbox5,Textbox7,Textbox11,Textbox18,Textbox26,Textbox9,Textbox23,Textbox47,Textbox53,Textbox56,Textbox59,Textbox63,Textbox66,Textbox27,Textbox2,MAST_DISTRICT_NAME,MAST_DISTRICT_NAME1,MAST_BLOCK_NAME,IMS_PACKAGE_ID1,IMS_YEAR,WORK_TYPE,ROAD_NAME,IMS_UPGRADE_CONNECT,HABS,CN_ROAD,CNHABS,SANC_AMT,STATE_SHARE,ROAD_LENGTH1,BRIDGE_LENGTH,LENGTH_COMPLETED1,IMS_PAYMENT_MADE1,PROPOSAL_STATUS1,MAST_FUNDING_AGENCY_NAME,CONT_NAME1,MAINT_AMT,COMPLETION_DATE,Textbox30,Textbox46,Textbox49,Textbox17,Textbox21,LENGTH_COMPLETED,Textbox55,Textbox68
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,11,Kolar ,DPIU Of Kolar,Bangarpet,KN1916,2005 - 2006,ROAD,"Baljepalli Cross - Bangarpet (T01) Thathireddyhalli (L29, L30)",Upgarde,"Gollagoravarahalli [ 368574], Kammampalli [ 497752], Koolur [ 578978], Mahadevapura [ 644615], Ramasagara [ 900619], Thathireddihalli [ 1047546], Vaddarahalli [ 1083015]",Hosakote to Venkatagiri Kote Road,"Bethamangala [ 127429]  { 8793} , Kothur [ 586141]  { 744} , Nernahalli [ 778561]  { 487} , Venkatapura [ 1094794]  { 365} ",111.80,0.00,7.500,0.000,7.500,100.70,Maintenance,Regular PMGSY,V  Krishna Reddy [10 Apr 2006],9.29,Financial: 06-11-2007/ Physical: 31-10-2007,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,12,Kolar ,DPIU Of Kolar,Bangarpet,KN1917,2005 - 2006,ROAD,Imp. to road from Balajepalli(T0-1) - Sarvareddihalli,Upgarde,"Gopenahalli [ 373103], Rayasandra [ 918500], Saravreddihalli [ 956678], Sundrapalya [ 1018318]",KV Road to Mulbagal Taluk Border via Taliapalli,,74.85,0.00,5.000,0.000,5.000,70.04,Maintenance,Regular PMGSY,Karnataka Land Army Corporation [14 Jun 2006],6.21,Financial: 19-11-2010/ Physical: 30-06-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,13,Kolar ,DPIU Of Kolar,Bangarpet,KN1917,2005 - 2006,ROAD,Kalkere - L-34 Bangarpet -  Harati road,Upgarde,"Chalaganahalli [ 195398], Ithandlahalli [ 436997], Mavalli [ 689069]",KGF District Fund Road,Hudukula [ 427571]  { 1215} ,106.28,0.00,6.500,0.000,6.500,106.75,Maintenance,Regular PMGSY,Karnataka Land Army Corporation [14 Jun 2006],8.08,Financial: 19-11-2010/ Physical: 30-06-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,14,Kolar ,DPIU Of Kolar,Bangarpet,KN1918,2005 - 2006,ROAD,Imp. to road from Bangarpet Kanumanahalli - Kadirenahalli,Upgarde,"Hosakote [ 426330], Kadirenahalli [ 479637], Magondi [ 643663], Sakarasanahalli [ 939025]",Bynepalli- chokrabande Road to keelakambli,Keelakambli [ 530107]  { 121} ,138.95,0.00,8.000,0.000,8.000,144.67,Maintenance,Regular PMGSY,Karnataka Land Army Corporation [14 Jun 2006],9.94,Financial: 19-11-2010/ Physical: 30-06-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,15,Kolar ,DPIU Of Kolar,Bangarpet,KN1937,2006 - 2007,ROAD,Bangarapete-Budikote road - Balamande,Upgarde,"Balamande [ 78811], Chambenahalli [ 198580], Godagamande [ 364578], Gullahalli [ 383449], Hosahalli [ 426109], Yachamanahalli [ 1105747]",Bangarapet - kamasamudra Road to Harohalli,Harohalli [ 413574]  { 524} ,195.75,0.00,9.500,0.000,9.500,222.62,Completed,Regular PMGSY,Mallikarjuna Hatti [29 Sep 2007],22.12,Financial: 24-07-2009/ Physical: 31-05-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,16,Kolar ,DPIU Of Kolar,Bangarpet,KN1938,2006 - 2007,ROAD,Bagarapete- Bethmangalaroad - Kolar-V Kota Road Hunkunda,Upgarde,"Byraganahalli [ 187793], Doddarahalli [ 305657], Doddur [ 305872], Dodoorukarapanahalli [ 306085], Hunkunda [ 428698], Madamuthanahalli [ 636619], Nerlekere [ 778542]",Bangarapet - kamasamudra Road to Harohalli,Harohalli [ 413574]  { 524} ,267.61,0.00,14.760,0.000,14.760,281.26,Completed,Regular PMGSY,N Srinatha Reddy [29 Sep 2007],22.12,Financial: 27-08-2009/ Physical: 31-01-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,17,Kolar ,DPIU Of Kolar,Bangarpet,KN1939,2006 - 2007,ROAD,Bangarapete V Kote road - Vaddahally,Upgarde,"Guttahalli [ 388940], Hulkur [ 428149], Kodihalli [ 569155], Sanganahalli [ 948946], Voddrahalli [ 1099908]",Bangarapet kamasamudra road to thatnahalli,Thattanahalli [ 1047719]  { 397} ,180.55,0.00,9.780,0.000,9.780,174.03,Completed,Regular PMGSY,Umesh Patil [07 May 2007],14.66,Financial: 18-07-2009/ Physical: 31-08-2008,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,18,Kolar ,DPIU Of Kolar,Bangarpet,KN1940,2006 - 2007,ROAD,Bangarapet-Budikote road  - Bangarapet via Inorahosahally,Upgarde,"Guttahalli [ 388939], Honnenahalli [ 425492], Inorahosahalli [ 434171], Karamangala [ 510301], Siddanahalli [ 988356], Thyaranahalli [ 1055410]",Bodagurki to thippanahalli -kamasamudra road via pura,"Bodagarki [ 171451]  { 854} , Narinatha [ 762676]  { 318} ",257.60,0.00,11.500,0.000,11.500,242.29,Completed,Regular PMGSY,Umesh Patil [11 Dec 2007],17.23,Financial: 08-06-2009/ Physical: 31-03-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,19,Kolar ,DPIU Of Kolar,Bangarpet,KN1954,2007 - 2008,ROAD,THORAGANADODDI - T01(MTB Road),Upgarde,"Abbigirihosahalli [ 9184], Hulibele [ 427972], Nathabele [ 765362], Thoraganadoddi [ 1053095]",Tekal road to malur Border via Alulibele,"Hulibele [ 427972]  { 1667} , Thoraganadoddi [ 1053095]  { 438} ",118.74,0.00,4.620,0.000,4.620,104.40,Completed,Regular PMGSY,S Chandraiaha [09 Jun 2008],8.45,Financial: 20-08-2009/ Physical: 31-08-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,20,Kolar ,DPIU Of Kolar,Bangarpet,KN1955,2007 - 2008,ROAD,BODAGURKI - T06,Upgarde,"Arimanahalli [ 45500], Bodenahalli [ 171885], Kongarahalli [ 578137], Nadampalli [ 739645], Narinatha [ 762676], Ramasandra [ 900695]",Bodagurki to thippanahalli -kamasamudra road via pura,"Bodagarki [ 171451]  { 854} , Narinatha [ 762676]  { 318} ",118.33,0.00,4.980,0.000,4.980,105.33,Completed,Regular PMGSY,V NARAYANASWAMY [13 Jun 2008],9.11,Financial: 20-10-2010/ Physical: 30-09-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,21,Kolar ,DPIU Of Kolar,Bangarpet,KN1956,2007 - 2008,ROAD,THANIMADAGU - T06,Upgarde,"Bathalahalli [ 114032], Battalur [ 114809], Boggilahalli [ 172588], Donimadugu [ 309573], Kadarinatha [ 478873], Kundarasanahalli [ 600541], Mastrahalli [ 684311], Polenahalli [ 860202], Thalur [ 1044651], Thanimadugu [ 1046000]","Kamasamudra KGF, Road to Thoppanahalli via Tanimadoga","Battalur [ 114809]  { 278} , Donimadugu [ 309573]  { 668} , Thanimadugu [ 1046000]  { 588} ",208.78,0.00,8.790,0.000,8.790,239.23,Completed,Regular PMGSY,V NARAYANASWAMY [13 Jun 2008],16.09,Financial: 01-10-2010/ Physical: 31-08-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,22,Kolar ,DPIU Of Kolar,Bangarpet,KN1982,2008 - 2009,ROAD,Chinnapalli - Kolar-V.Kota road,Upgarde,"Ankathattihalli [ 39909], Chinnapalli [ 226527], Kallikoppa [ 491583], Kogilahalli [ 570257]",K.V. Road to   Mulbagal Border via Nallur,Chennapalli [ 214176]  { 663} ,227.40,0.00,9.320,0.000,9.320,252.41,Completed,Regular PMGSY,V  Krishna Reddy [20 Feb 2009],17.91,Financial: 23-06-2010/ Physical: 31-03-2010,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,23,Kolar ,DPIU Of Kolar,Bangarpet,KN1983,2008 - 2009,ROAD,Kaveri Nagara - Bangarpet-Bethamngala road,Upgarde,"Chinnakote [ 226154], Dasarahosahalli [ 253096]",Bangarapet- KGF Road to KGF via Chinnakote,Chinnakote [ 226154]  { 1858} ,53.80,0.00,2.200,0.000,2.200,48.65,Completed,Regular PMGSY,M NAGARAJA [21 Feb 2009],4.23,Financial: 25-10-2010/ Physical: 31-03-2010,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,24,Kolar ,DPIU Of Kolar,Bangarpet,KN1984,2008 - 2009,ROAD,Sanganahalli - Bangarpet-Budikte road,Upgarde,"Dimbala Debanahalli [ 302987], Gajaga [ 337150], Junjanahalli [ 473551], Sanganahalli [ 948945]",Bangarapet -Budikote road to Budikoti via Debaanahlli,"Gajaga [ 337150]  { 847} , Junjanahalli [ 473551]  { 460} , Sanganahalli [ 948946]  { 1186} ",95.90,0.00,3.360,0.000,3.600,104.49,Completed,Regular PMGSY,K M MURALI [26 Dec 2008],6.46,Financial: 23-06-2010/ Physical: 28-02-2010,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,25,Kolar ,DPIU Of Kolar,Bangarpet,KN1985,2008 - 2009,ROAD,Chikka Karapanahalli - Bangarpet-Budikote road,Upgarde,"Adampalli [ 11373], Athigere [ 51428], Chikkarapanahalli [ 222561], Chikknallagutlahalli [ 222731], Huralahalli [ 428831], Kadaripura [ 478875], Yalesandra [ 1109013]",KV Road to Mulbagal Taluk Border via Taliapalli,,164.50,0.00,6.000,0.000,6.000,185.88,Maintenance,Regular PMGSY,M N CHANDRASHEKARAIAH [10 Dec 2008],11.53,Financial: 09-07-2009/ Physical: 30-06-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,26,Kolar ,DPIU Of Kolar,Bangarpet,KN1986,2008 - 2009,ROAD,Doddachinandahalli - Bangarpet-Kanumanahalli road,Upgarde,"Doddavalagamadi [ 305716], Imasapura [ 431569], Peddachinnapalli [ 843513], Singarahalli [ 994652]","Doddavalagamodi, KGF Road  to Doddachinnaahalli via imasapura","Imasapura [ 431569]  { 294} , Singarahalli [ 994652]  { 193} ",146.80,0.00,5.570,0.000,5.570,166.21,Completed,Regular PMGSY,B.H.RAMAKRISHNAPPA GOWDA [10 Dec 2008],10.70,Financial: 05-06-2010/ Physical: 31-01-2010,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,27,Kolar ,DPIU Of Kolar,Bangarpet,KN1987,2008 - 2009,ROAD,Tongalakoppa - T02,Upgarde,"Ivarahalli [ 437436], Kadripura [ 480073], Mothakapalli [ 717258], Papenahalli [ 821609], Thongalkuppa [ 1052704]",Robertsen pet - Ramakuppam road to Kanyandlahalli via Ramasagar,"Ivarahalli [ 437436]  { 456} , Mothakapalli [ 717258]  { 778} , Thongalkuppa [ 1052704]  { 556} ",87.15,0.00,3.240,0.000,3.240,97.75,Completed,Regular PMGSY,N R LAKSHMINARAYANA [10 Dec 2008],6.23,Financial: 26-11-2009/ Physical: 31-07-2009,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,28,Kolar ,DPIU Of Kolar,Bangarpet,KN1988,2008 - 2009,ROAD,Ukkrahalli - Bangarpet-Kanumanahalli rtoad,Upgarde,"Appenahalli [ 42750], Boyisonnenahalli [ 179684], Kethaganahalli [ 536096], Ukkarahalli [ 1071038]",Bangarapet  kamusamudra Road to KGF via kethaganahalli,"Appenahalli [ 42750]  { 346} , Kethaganahalli [ 536096]  { 443} , Ukkarahalli [ 1071038]  { 373} ",155.86,0.00,5.790,0.000,5.790,172.92,Completed,Regular PMGSY,Mallikarjuna Hatti [01 Jan 2009],11.13,Financial: 25-01-2011/ Physical: 31-03-2010,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
Sr.No.,District Name,Block Name,Package No.,Sanctioned Year,Road Name / Bridge Name,Connectivity (New / Upgrade),Name of Benefited Habitations,Core-Network Road name,Core-Network Habitation name,State Cost,Expenditure Till Date,Stage of Progress,Collaboration,Contractor Name,5 Years Maintenance Cost Due,Completion Date,29,Kolar ,DPIU Of Kolar,Bangarpet,KN1989,2008 - 2009,ROAD,Panthanahalli - Bangarpet-V.Kota road,Upgarde,Thathepalli [ 1047503],KV Road to Mulbagal Taluk Border via Taliapalli,,141.66,0.00,5.000,0.000,5.000,174.00,Completed,Regular PMGSY,V NARAYANASWAMY [02 Mar 2009],9.61,Financial: 27-10-2010/ Physical: 31-01-2010,Total,"11,790.51",0.00,614.290,0.000,614.530,"12,574.87",819.54
